Genus,Species,LOA (mm),MSR,C,Ven,CS,SC,ST,RTL (%),Elev. (m),RM,OS
Sonora,semiannulata,70–483,13–16,S,126–186,D,31–63,2,17.4–26.0,–70 to 2080,0,1–12
Sonora,stramineus,96–285,12–14,S,101–134,D,21–33,2,9.4–20.2,0–2000,0,2–4
Sonora,taylori,76–432,13,S,126–148,D,37–46,2,13.8–20.4,35–225,0,6
Sordellina,punctata,184–590,17,S,135–174,D,36–58,2,13.9–20.7,65–1040,1,–
Spalerosophis,arenarius,435–1325,25–27,S,226–257,E,70–86,2,15.2–20.0,0–1650,0,8–10
Spalerosophis,atriceps,380–1748,27–33,S,216–278,E,82–114,2,14.5–24.5,90–2000,0,1–15
Spalerosophis,cliffordi,250–1736,25–29,S,208–248,E,62–81,2,15.0–21.1,–250 to 2400,0,2–13
Spalerosophis,diadema,198–1790,21–35,S,207–278,E,62–118,2,12.0–25.1,50–2425,0,3–17
Spalerosophis,dolichospilus,350–1500,31–33,S,227–247,E,62–80,2,13.9–17.0,80–1800,0,3–15
Spalerosophis,josephscorteccii,998–1195,36–39,S,228–239,E,98–105,2,21.0–21.8,875,0,–
Spalerosophis,microlepis,550–1500,41–43,S,234–256,E,97–109,2,16.7–22.0,30–2400,0,3–11
Spalerosophis,schirazanus,979–1316,25–27,S,231–244,E,78–93,2,16.7–21.0,205–1515,0,4–12
Spilotes,megalolepis,1813–2360,14,K,212–222,E,101–134,2,24.0–27.0,100–1800,0,–
Spilotes,pullatus,303–3002,12–18,K,198–241,E,95–142,2,19.4–40.0,5–2630,0,1–25
Spilotes,sulphureus,350–2915,21,K,205–233,E,119–155,2,21.4–27.6,160–630,0,6–15
Stegonotus,admiraltiensis,843,17–19,S,202–214,E,93–98,2,21.9,10–100,0,–
Stegonotus,aplini,1051–1377,19,S,229–239,E,83–95,2,18.6–21.1,5–30,0,–
Stegonotus,aruensis,735–815,17,S,190–191,E,78–103,2,28.3–28.6,35,0,–
Stegonotus,australis,320–1800,17,S,170–225,E,65–105,2,17.1–22.2,30–680,0,7–16
Stegonotus,ayamaru,710,17,S,181,E,105,2,30.6,140,0,–
Stegonotus,batjanensis,1171–1845+,17,S,200–239,E,74–91,2,19.7–22.1,10–650,0,–
Stegonotus,borneensis,936–1103,17,S,192–233,E,56–80,2,21.5–23.6,150–1800,0,–
Stegonotus,caligocephalus,1259–1347,17,S,211–218,E,56–65,2,14.2–14.9,1370–1950,0,–
Stegonotus,cucullatus,240–2000,17,S,187–228,E,67–101,2,21.4–25.6,5–1700,0,7–16
Stegonotus,derooijae,377–648,17,S,178–197,E,90–94,2,23.1–29.8,45–75,0,–
Stegonotus,diehli,195–620,15,S,161–208,E,73–104,2,22.2–27.0,10–1500,0,–
Stegonotus,dorsalis,1050,15,S,208,E,88,2,23.3,10,0,–
Stegonotus,florensis,556–1045,21,S,217–230,E,65–83,2,18.7–19.6,200–800,0,–
Stegonotus,guentheri,653–1192+,15,S,174–198,E,64–80,2,19.5–31.1,190–800,0,–
Stegonotus,heterurus,482–851,17,S,179–198,E,76–93,2,14.3–27.8,0–500,0,–
Stegonotus,iridis,951–1095,17–19,S,198–211,E,75–88,2,22.8–25.0,25–75,0,–
Stegonotus,keyensis,815–1257+,17,S,188–207,E,59–80,2,17.3–20.1,0–115,0,–
Stegonotus,lividus,528–607,17,S,196–199,E,67–72,2,19.4–25.0,0–60,0,–
Stegonotus,melanolabiatus,807–915,15–17,S,179–201,E,89–100,2,23.8–25.4,550–1300,0,–
Stegonotus,modestus,541–1192,17,S,183–214,E,58–94,2,19.4–26.1,5–460,0,–
Stegonotus,muelleri,1032–1995,17,S,217–241,E,78–108,2,20.6–29.1,10–1000,0,–
Stegonotus,nancuro,769–862,17,S,197–207,E,61–75,2,19.6–20.6,10–20,0,–
Stegonotus,parvus,292,17,S,173–180,E,87–102,2,25.7,20–915,0,–
Stegonotus,poechi,1024+,19,S,199–200,E,55+,2,> 16.0,10,0,–
Stegonotus,reticulatus,1118–1738+,17,S,186–230,E,71–92,2,> 18.7–19.1,0–1220,0,6–12
Stegonotus,sutteri,711–801,21,S,210–231,E,76–83,2,19.6–20.3,430,0,–
Stenorrhina,degenhardtii,120–577,17,S,136–189,D,30–50,2,12.1–25.0,5–2410,0,4–17
Stenorrhina,freminvillei,135–800,17,S,154–182,D,24–47,2,11.4–18.5,10–2200,0,4–19
Stichophanes,ningshaanensis,150–730,13,S,159–170,D,64–73,2,20.8–27.0,680–2200,0,8–9
Stoliczkia,khasiensis,237–870,29–31,K,148–210,E,67–116,1,17.7–32.0,1370–1675,0,–
Stoliczkia,vanhnuailianai,507,33,K,194,E,138,1,34.5,235,0,–
Storeria,dekayi,69–527,15–17,K,112–149,D,36–73,2,15.0–31.6,0–2035,1,2–41
Storeria,hidalgoensis,217–337,15,K,124–136,D,47–63,2,20.1–27.2,200–3500,1,–
Storeria,occipitomaculata,45–422,13–17,K,100–136,D,34–63,2,11.8–27.0,0–1680,1,1–23
Storeria,storerioides,64–340,15,K,120–139,D,37–53,2,15.7–25.0,1200–3600,1,2–13
Storeria,victa,89–483,15,K,130–148,D,46–69,2,21.9–26.3,0–40,1,2–17
Subsessor,bocourti,154–1230,25–29,S,120–140,D,32–55,2,11.4–24.2,20–380,1,6–28
Sumatranus,albomaculata,330–750,25–28,S,140–151,D,36–51,2,12.0–21.2,0,1,3
Sundatyphlops,polygrammicus,103–502,22,S,345–496,U,10–23,U,1.9–6.7,0–1200,0,7–9
Suta,dwyeri,130–400,15,S,135–170,E,20–40,1,8.9–12.9,5–1395,1,2–7
Suta,fasciata,120–450,17–19,S,140–182,E,20–38,1,9.6–11.1,10–1050,1,1–7
Suta,flagellum,120–400,15–17,S,125–150,E,20–40,1,13.9–17.3,10–590,1,1–11
Suta,gaikhorstorum,171–460,15,S,160–168,E,23–34,1,9.4–13.4,115–695,1,–
Suta,gouldii,147–523,15,S,136–178,E,22–41,1,10.0–12.6,10–445,1,1–7
Suta,monachus,141–453,15,S,150–180,E,21–32,1,9.4–12.6,10–1050,1,1–5
Suta,nigriceps,124–653,15,S,145–175,E,18–38,1,9.6–13.1,30–135,1,1–8
Suta,ordensis,443–350,19,S,165–185,E,30–40,1,10.3–12.9,75–395,1,–
Suta,punctata,139–600,15,S,146–215,E,20–45,1,11.3–11.8,15–760,1,2–5
Suta,spectabilis,140–405,15,S,134–170,E,20–41,1,10.6–14.6,5–1095,1,2–5
Suta,suta,157–600,19–21,S,150–170,E,20–35,1,9.0–14.0,15–1040,1,1–9
Symphimus,leucostomus,655–810,15,S,162–181,D,106–122,2,30.1–36.1,200–915,0,–
Symphimus,mayae,314–890,15,S,150–166,D,110–146,2,32.8–40.1,0–1000,0,2–4
Sympholis,lippiens,310–535,19,S,202–232,E(D),14–24,2,5.0–8.5,155–1585,0,2–7
Synophis,bicolor,256–765,17–19,K,174–183,E,129–143,2,28.5–40.2,200–2200,0,2–8
Synophis,bogerti,214–764,17–19,k,154–168,E,98–117,2,28.5–35.1,955–2045,0,–
Synophis,calamitus,208–790,19,k,157–166,E,96–125,2,28.7–37.2,765–2275,0,–
Synophis,insulomontanus,429–542,19–21,K,147–152,E,103–109,2,33.6–35.4,1145–1825,0,–
Synophis,lasallei,225–618,21–22,K,144–156,E,111–126,2,32.2–39.0,460–2200,0,–
Synophis,niceforomariae,249–673,19,k,184–195,E,127–136,2,32.9–35.7,865–1655,0,–
Synophis,plectovertebralis,312–476,19,k,144–147,E,79–91,2,27.9–32.1,50–2000,0,–
Synophis,zaheri,535–566,19,K,166–169,E,111–112,2,34.3–34.4,810–875,0,–
Synophis,zamora,451–671,18–21,K,147–154,E,88–118,2,31.9–35.3,750–1800,0,–
Tachymenis,ocellata,127–544,17–19,S,137–143,D,30–38,2,11.4–14.1,95–250,1,8
Tachymenis,peruviana,193–656,19,S,133–158,D,35–55,2,13.5–21.0,285–4522,1,–
Tachymenis,trigonatus,300–470,17,S,141–157,D,39–50,2,14.0–17.1,150–1650,1,–
Tachymenoides,affinis,454–712,17,S,139–153,D,48–65,2,18.5–21.0,2000–3310,1,5–7
Tachymenoides,harrisonfordi,407,17,S,139,D,54,2,22.6,3250,1,–
Taeniophallus,brevirostris,305–550,17,S,137–180,D,36–72,2,16.7–29.2,30–2000,1,1–3
Taeniophallus,nicagus,308–465,17,S,149–180,D,43–72,2,22.7–23.1,20–1555,1,2–4
Tantalophis,discolor,356–555,19–21,S,172–189,D,72–89,2,16.4–39.4,175–3100,0,–
Tantilla,albiceps,212–230,15,S,123–140,D,45–66,2,20.4–30.6,60–2135,0,2
Tantilla,alticola,125–330,15,S,128–145,D,32–60,2,17.1–27.1,40–2745,0,
Tantilla,andinista,285,15,S,157,D,50,2,19.6,2600–2750,0,–
Tantilla,armillata,123–490,15,S,155–177,D,46–60,2,15.0–22.7,40–1435,0,2
Tantilla,atriceps,96–232,15,S,123–140,D,45–66,2,20.4–30.6,100–2400,0,1–3
Tantilla,bairdi,333–455,15,S,163–164,D,34–36,2,15.0–15.2,1350–1750,0,–
Tantilla,berguidoi,408,15,S,152,D,65,2,25.2,1375,0,–
Tantilla,bocourti,123–358,15,S,160–195,D,38–63,2,15.2–24.0,0–2750,0,2–7
Tantilla,boipiranga,122–580,15,S,143–172,D,51–70,2,17.3–27.4,30–1370,0,6
Tantilla,brevicauda,79–171,15,S,139–164,D,18–26,2,9.9–12.9,600–1800,0,–
Tantilla,briggsi,301,15,S,172,D,68,2,22.6,90–500,0,–
Tantilla,calamarina,72–202,15,S,106–140,D,22–43,2,10.4–21.4,600–2400,0,1–3
Tantilla,capistrata,134–462,15,S,130–158,D,46–61,2,19.5–25.4,0–1850,0,2
Tantilla,carolina,112,15,S,156,D,38,2,12.5,430,0,–
Tantilla,cascadae,158–196,15,S,139–146,D,30–48,2,13.8–19.0,1430–1860,0,–
Tantilla,ceboruca,175–200,15,S,138–178,D,36–47,2,16.4–21.7,1235–2095,0,–
Tantilla,coronadoi,171–183,15,S,158–178,D,40–41,2,15.0–23.0,650–1525,0,–
Tantilla,coronata,91–330,15,S,123–147,D,33–58,2,14.3–21.3,0–610,0,1–4
Tantilla,cucullata,172–678,15,S,160–181,D,63–83,2,21.1–28.8,100–1710,0,1–3
Tantilla,cuniculator,94–193,15,S,138–154,D,48–62,2,19.7–22.9,5–200,0,–
Tantilla,deppei,95–268,15,S,142–168,D,43–62,2,16.6–26.7,1525–3000,0,–
Tantilla,equatoriana,218–434,15,S,142–147,D,77–79,2,27.1–28.5,0,0,–
Tantilla,excelsa,314–400,15,S,161–178,D,61–70,2,23.0–23.8,30–700,0,–
Tantilla,flavilineata,101–300,15,S,152–168,D,43–56,2,17.4–20.6,1800–2475,0,–
Tantilla,fraseri,310–345,15,S,148–161,D,52–62,2,19.3–35.9,1875–2780,0,–
Tantilla,gottei,168–391,15,S,142–158,D,61–70,2,23.0–26.0,500–1280,0,–
Tantilla,gracilis,75–249,15,S,106–138,D,33–57,2,16.0–29.5,0–1815,0,1–4
Tantilla,hendersoni,272–358,15,S,151–157,D,64–70,2,23.9–24.9,195–580,0,–
Tantilla,hobartsmithi,90–380,15,S,124–172,D,47–74,2,18.3–31.3,60–1980,0,1–3
Tantilla,impensa,192–725,15,S,161–172,D,64–72,2,20.8–24.9,10–1600,0,2
Tantilla,insulamontana,249–404,15,S,144–157,D,59–65,2,22.5–26.9,1020–2295,0,–
Tantilla,jani,111–242,15,S,136–155,D,38–50,2,15.4–22.0,100–1050,0,2
Tantilla,johnsoni,250–352+,15,S,144–159,D,62,2,> 17.0–22.5,450–520,0,–
Tantilla,lempira,206–294,15,S,143–153,D,36–49,2,15.5–24.6,1450–1730,0,2
Tantilla,longifrontalis,280,15,S,158,D,85,2,29.6,975–2000,0,–
Tantilla,lydia,344,15,S,169,D,75,2,23.8,5,0,–
Tantilla,melanocephala,95–486,14–15,S,125–177,D,40–85,2,11.7–38.8,15–3080,0,1–3
Tantilla,miyatai,375–443,15,S,165–172,D,73–92,2,25.9–28.9,150–750,0,–
Tantilla,moesta,155–592,15,S,138–152,D,52–62,2,18.1–22.5,10–285,0,–
Tantilla,nigra,171–175,15,S,137–143,D,63–64,2,27.4–27.9,90–1970,0,–
Tantilla,nigriceps,61–423,15,S,123–168,D,33–66,2,9.3–25.7,0–2285,0,1–5
Tantilla,oaxacae,216–266,15,S,145–158,D,45–52,2,19.5–21.2,600–2400,0,–
Tantilla,olympia,338,15,S,148,D,49,2,20.7,1150,0,–
Tantilla,oolitica,125–292,15,S,135–146,D,41–63,2,17.9–22.4,0–10,0,1–6
Tantilla,petersi,443–467,15,S,160–172,D,59–61,2,19.9–21.0,2100–2150,0,–
Tantilla,planiceps,127–386,15,S,134–197,D,49–73,2,15.0–26.8,10–2200,0,1–4
Tantilla,psittaca,290–413,15,S,153–163,D,63–73,2,24.1–25.2,5–420,0,–
Tantilla,relicta,77–229,15,S,115–142,D,40–67,2,18.5–29.7,0–870,0,1–3
Tantilla,reticulata,123–312,15,S,158–173,D,52–70,2,21.7–29.1,5–1430,0,–
Tantilla,robusta,426+,15,S,153,D,13+,2,–,930,0,–
Tantilla,rubra,112–654,15,S,144–174,D,43–81,2,12.0–29.0,100–2620,0,1–3
Tantilla,ruficeps,300–500,15,S,139–156,D,59–83,2,23.0–31.0,30–1600,0,–
Tantilla,schistosa,99–293,15,S,117–154,D,24–44,2,12.1–22.6,40–1680,0,2
Tantilla,selmae,125–278,15,S,128–150,D,42–58,2,17.4–23.2,5–1180,0,–
Tantilla,semicincta,171–600,15,S,161–176,D,54–71,2,19.2–29.0,45–950,0,–
Tantilla,sertula,99–152,15,S,151–161,D,30–37,2,12.1–15.7,10–1445,0,–
Tantilla,shawi,362–690,15,S,168–189,D,48–50,2,17.0–19.9,670–1400,0,–
Tantilla,slavensi,285–355,15,S,158–159,D,52–56,2,19.7–24.6,50–800,0,4
Tantilla,stenigrammi,173+–173+,15,S,159–164,D,–,2,–,895–1180,0,–
Tantilla,striata,93–217,15,S,145–163,D,31–42,2,13.0–17.0,0–1500,0,–
Tantilla,supracincta,183–590,15,S,138–155,D,52–65,2,18.0–23.6,10–1325,0,1–3
Tantilla,taeniata,165–415,15,S,139–178,D,45–70,2,19.7–27.0,5–1550,0,–
Tantilla,tayrae,140–360,15,S,140–154,D,44–51,2,18.5–20.3,500–1000,0,–
Tantilla,tecta,222,15,S,148,D,54,2,23.0,220,0,–
Tantilla,tjiasmantoi,254–638,15,S,179–182,D,57–65,2,19.6–22.0,1155–1725,0,–
Tantilla,trilineata,110–235,15,S,143–153,D,63–70,2,19.1–20.0,–,0,–
Tantilla,triseriata,173–375,15,S,159–167,D,58–63,2,19.7–22.2,500–1725,0,–
Tantilla,tritaeniata,237–273,15,S,155–161,D,59–65,2,22.7–23.6,0–5,0,–
Tantilla,vermiformis,71–157,15,S,115–129,D,19–28,2,9.6–15.0,40–700,0,1–2
Tantilla,vulcani,111–247,15,S,136–155,D,37–51,2,15.4–22.0,305–960,0,2
Tantilla,wilcoxi,90–364,15,S,135–164,D,49–72,2,14.3–29.6,500–2485,0,1–4
Tantilla,yaquia,93–325,15,S,134–165,D,46–75,2,17.2–28.5,5–1830,0,1–4
Tantillita,brevissima,151–200,15,S,116–126,D,28–34,2,16.4–17.1,200–1700,0,–
Tantillita,canula,87–172,15,S,103–114,D,32–44,2,13.0–23.5,0–450,0,–
Tantillita,lintoni,140–226,15,S,103–125,D,39–56,2,19.0–30.4,200–900,0,1–2
Taphrometopon,condanarum,448–1325,17,S,154–182,D,70–93,2,13.3–25.3,180–2000,0,4–8
Taphrometopon,crucifer,180–822,15–17,S,134–165,D,61–82,2,20.0–29.4,0–3000,0,3–13
Taphrometopon,indochinensis,445–1067,17–19,S,150–173,D,66–85,2,18.9–26.5,0–2000,0,–
Taphrometopon,leithii,350–1008,17,S,159–187,D,92–109,2,22.8–32.5,0–915,0,–
Taphrometopon,lineolatum,250–1065,15–17,S,168–204,D,70–114,2,17.8–29.2,–30 to 2440,0,3–11
Taphrometopon,longifrons,1230–1702,17,S,154–177,D,79–101,2,19.9–30.5,5–720,0,15
Taphrometopon,turpanensis,960+,17,S,209,D,30+,2,–,–150 to –55,0,–
Telescopus,beetzi,170–699,19–21,S,190–220,E,40–59,2,12.6–15.6,165–1040,0,3–5
Telescopus,dhara,170–1900,19–23,S,228–274,D/E,41–81,2,12.0–27.1,–400 to 2500,0,5–20
Telescopus,fallax,150–1300,17–23,S,169–250,D(E),35–83,2,11.4–23.3,0–2200,0,2–19
Telescopus,finkeldeyi,308–671,19–21,S,191–221,D,48–64,2,11.5–18.9,20–2005,0,–
Telescopus,gezirae,400–710,21,S,195–207,D,49–52,2,15.4–16.0,400–435,0,–
Telescopus,hoogstraali,210–1021,19,S,214–254,D,46–59,2,14.6–18.0,50–2280,0,20
Telescopus,nigriceps,390–600,19,S,172–196,D,39–58,2,13.0–17.9,300–2000,0,6–10
Telescopus,obtusus,270–1870,19–25,S,200–278,D(E),56–97,2,12.7–19.2,0–1500,0,5–20
Telescopus,polystictus,170–613,19,S,214–247,D,57–73,2,12.1–14.8,870–1725,0,3–20
Telescopus,pulcher,184–410,17–18,S,160–180,E,50–57,2,15.3–16.8,1065–1335,0,–
Telescopus,rhinopoma,334–1600,22–24,S,247–282,D/E,71–99,2,12.9–22.2,400–2400,0,–
Telescopus,semiannulatus,80–1100,17–21,S,190–244,D,51–83,2,12.1–26.7,20–1700,0,3–20
Telescopus,somalicus,315–600,20–21,S,200–219,E,72–81,2,20.0,10–600,0,–
Telescopus,tessellatus,208–1200,21,S,211–244,D,53–81,2,9.1–17.0,30–2000,0,–
Telescopus,tripolitanus,225–960,21–23,S,205–248,D,55–83,2,14.5–21.3,100–1690,0,–
Telescopus,variegatus,242–940,19,S,198–233,D,55–73,2,11.9–22.7,270–1000,0,–
Teretrurus,hewstoni,135–196,15,S,120–128,D,7,2,2.7–4.3,820–950,1,–
Teretrurus,rhodogaster,173–210,15,S,130–146,D,7–10,2,2.1–5.2,1350–1970,1,–
Teretrurus,sanguineus,93–244,15,S,142–159,D,5–11,2,1.6–5.7,220–2800,1,–
Teretrurus,travancoricus,96–220,15,S,130–138,D,7–9,2,3.6–5.7,915–1525,1,–
Tetracheilostoma,bilineatum,72–108,14,S,170–189,E,12–15,U,5.3–7.0,0–500,0,4
Tetracheilostoma,breuili,62–119,14,S,173–183,E,13–15,U,6.1–6.9,0–305,0,–
Tetracheilostoma,carlae,93–104,14,S,185–192,E,12–14,U,5.1–6.4,100–280,0,1
Tetralepis,fruhstorferi,441+–502,15,S,187–201,D,42–62,2,13.0–20.0,1200–2600,0,2
Thalassophis,anomalus,265–1400,31–50,K,201–256,D,36–48,1,10.4–13.3,–40 to 0,1,4–6
Thamnodynastes,longicaudus,239–619,19,S,133–149,D,100–109,2,29.9–35.5,520–910,1,–
Thamnodynastes,pallidus,139–764,17–19,S,127–164,D,80–104,2,18.8–34.3,35–1370,1,2–12
Thamnodynastes,sertanejo,437–937,17–19,S,140–167,D,74–98,2,24.5–29.0,425–525,1,9
Thamnodynastes,silvai,371–678,17,S,124–148,D,80–101,2,30.8–35.0,35–625,1,3–6
Thamnophis,ahumadai,255–705,17,K,134–142,D,54–69,2,19.9–26.7,2135–2450,,–
Thamnophis,atratus,130–1092,19–21,K,138–171,D,59–95,2,22.1–28.9,0–2215,1,3–14
Thamnophis,bogerti,298–396,17,K,133–151,D,56–79,2,23.0–25.0,1400–2900,1,–
Thamnophis,brachystoma,118–559,17,K,131–146,D,51–75,2,18.6–28.6,270–1625,1,3–16
Thamnophis,butleri,94–737,19–21,K,129–154,D,49–72,2,19.3–28.2,150–460,1,4–20
Thamnophis,chrysocephalus,591–692,17,K,135–155,D,69–87,2,22.4–27.7,870–3080,1,–
Thamnophis,conanti,191–645,17,K,139–157,D,59–77,2,21.5–25.3,2135–2900,1,–
Thamnophis,copei,335–392,15,K,132–138,E,50–60,2,19.8–21.2,1215–2580,1,–
Thamnophis,couchii,127–1407,19–21,K,161–187,D,68–98,2,20.6–27.5,90–2440,1,3–38
Thamnophis,cyrtopsis,145–1070,19–21,K,130–184,D,63–109,2,22.0–29.8,0–2765,1,
Thamnophis,elegans,122–1092,17–21,K,137–185,D,61–101,2,18.0–27.9,0–3990,1,3–27
Thamnophis,eques,135–1243,17–21,K,143–176,D,57–95,2,15.0–32.5,50–2590,1,5–38
Thamnophis,errans,214–750,17–19,K,150–166,D,67–94,2,23.4–27.9,1860–2700,1,6–10
Thamnophis,exsul,160–460,17,K,142–156,D,52–65,2,18.9–22.2,990–3600,1,–
Thamnophis,foxi,150–454,17,K,132–139,E,48–64,2,20.9–25.6,1580–2700,1,2–4
Thamnophis,fulvus,199–652,17–21,K,132–154,D,56–80,2,20.1–25.2,1200–3700,1,1–26
Thamnophis,gigas,152–1651,21–23,K,150–170,D,63–81,2,20.4–24.5,–5 to 130,1,3–46
Thamnophis,godmani,228–700,15–17,K,131–150,D,61–88,2,19.9–28.6,1085–3200,1,–
Thamnophis,hammondii,145–1068,19–21,K,149–178,D,61–96,2,18.0–26.9,0–2440,1,3–36
Thamnophis,lineri,307–404,17,K,131–144,D,51–67,2,21.5–25.1,1980–3050,1,–
Thamnophis,marcianus,123–1195,19–23,K,134–173,D,56–83,2,14.2–26.9,–70 to 2200,1,3–35
Thamnophis,melanogaster,142–864,17–19,K,136–156,D,49–84,2,19.0–31.4,435–2930,1,3–27
Thamnophis,mendax,486–710,17,K,138–150,D,56–69,2,20.6–23.9,1050–2320,1,–
Thamnophis,nigronuchalis,213–767,21,K,149–166,D,62–78,2,19.7–24.9,200–2745,1,8–18
Thamnophis,ordinoides,135–960,17–19,K,132–162,D,42–82,2,18.2–27.0,0–1665,1,2–20
Thamnophis,postremus,160–595,19,K,131–151,D,63–79,2,22.3–25.5,180–1630,1,7–26
Thamnophis,proximus,133–1268,19–21,K,134–181,D,82–131,2,23.0–37.9,5–2460,1,4–36
Thamnophis,pulchrilatus,191–772,19,K,152–173,D,68–94,2,22.1–26.8,1370–3055,1,7
Thamnophis,radix,119–1095,19–21,K,135–175,D,54–88,2,17.6–29.6,120–2290,1,2–97
Thamnophis,rossmani,480–745,19,K,153–169,D,62–88,2,21.8–26.0,800–915,1,–
Thamnophis,rufipunctatus,180–1115,19–23,K,151–180,D,62–89,2,9.8–25.4,600–2480,1,4–18
Thamnophis,sauritus,121–1040,19,K,123–177,D,94–136,2,27.2–42.0,0–760,1,3–36
Thamnophis,scalaris,168–601,17–19,K,130–147,D,50–85,2,19.5–33.2,1450–4275,1,7–15
Thamnophis,scaliger,279–567,17–19,K,130–151,D,40–58,2,15.5–27.6,1800–3800,1,2–15
Thamnophis,sirtalis,102–1397,19–21,K,128–178,D,52–97,2,15.4–33.0,0–2540,1,1–101
Thamnophis,sumichrasti,157–756,19,K,147–161,D,57–80,2,19.3–31.2,1235–2400,1,–
Thamnophis,unilabialis,147–935,19–21,K,151–179,D,65–89,2,21.2–33.7,700–2530,1,7–18
Thamnophis,validus,135–925,19,K,127–150,D,61–86,2,21.5–28.5,0–1200,1,4–34
Thamnosophis,epistibes,520–917,19,S,150–166,D,83–104,2,27.0–34.0,45–1420,0,3–6
Thamnosophis,infrasignatus,496–920,19,S,141–161,D,62–81,2,21.0–27.0,100–1570,0,5–9
Thamnosophis,lateralis,430–820,19,S,144–169,D,76–99,2,22.0–32.9,0–1565,0,4–13
Thamnosophis,martae,321–893,19,S,185,D,109,2,28.3–33.0,45–1420,0,–
Thamnosophis,mavotenda,846,19,S,188,D,110,2,30.3,425,0,–
Thamnosophis,stumpffi,293–978,19,S,145–157,D,80–109,2,27.7–34.3,20–1505,0,4
Thelotornis,capensis,110–1682,15–19,K,144–179,D,122–173,2,33.3–40.1,5–1830,0,2–18
Thelotornis,kirtlandii,230–1710,17–21,K,153–189,D,132–175,2,33.0–42.3,10–2200,0,2–12
Thelotornis,mossambicanus,230–1450,17–23,K,144–169,D,123–167,2,33.5–40.1,0–1700,0,4–18
